CodigoLocalidad,CodigoRecinto,CodigoMesa,opcion,conteo
3555,1,7069392,PDC,0
3556,1,7070282,AP,0
3556,1,7070282,LYP-ADN,0
3556,1,7070282,APB-SUMATE,0
3556,1,7070282,LIBRE,0
3556,1,7070282,FP,0
3556,1,7070282,MAS-IPSP,0
3556,1,7070282,UNIDAD,0
3556,1,7070282,PDC,0
3557,1,7070292,AP,12
3557,1,7070292,LYP-ADN,1
3557,1,7070292,APB-SUMATE,5
3557,1,7070292,LIBRE,6
3557,1,7070292,FP,3
3557,1,7070292,MAS-IPSP,5
3557,1,7070292,UNIDAD,21
3557,1,7070292,PDC,0
2864,13017,7070902,AP,15
2864,13017,7070902,LYP-ADN,1
2864,13017,7070902,APB-SUMATE,3
2864,13017,7070902,LIBRE,44
2864,13017,7070902,FP,1
2864,13017,7070902,MAS-IPSP,14
2864,13017,7070902,UNIDAD,34
2864,13017,7070902,PDC,0
2864,13017,7070912,AP,6
2864,13017,7070912,LYP-ADN,0
2864,13017,7070912,APB-SUMATE,1
2864,13017,7070912,LIBRE,48
2864,13017,7070912,FP,2
2864,13017,7070912,MAS-IPSP,4
2864,13017,7070912,UNIDAD,61
2864,13017,7070912,PDC,0
2864,13017,7070922,AP,7
2864,13017,7070922,LYP-ADN,1
2864,13017,7070922,APB-SUMATE,1
2864,13017,7070922,LIBRE,15
2864,13017,7070922,FP,1
2864,13017,7070922,MAS-IPSP,5
2864,13017,7070922,UNIDAD,34
2864,13017,7070922,PDC,0
3560,1,7070952,AP,6
3560,1,7070952,LYP-ADN,0
3560,1,7070952,APB-SUMATE,0
3560,1,7070952,LIBRE,15
3560,1,7070952,FP,1
3560,1,7070952,MAS-IPSP,2
3560,1,7070952,UNIDAD,2
3560,1,7070952,PDC,0
2866,4055,7072352,AP,9
2866,4055,7072352,LYP-ADN,0
2866,4055,7072352,APB-SUMATE,2
2866,4055,7072352,LIBRE,22
2866,4055,7072352,FP,2
2866,4055,7072352,MAS-IPSP,23
2866,4055,7072352,UNIDAD,23
2866,4055,7072352,PDC,0
2866,4055,7072362,AP,8
2866,4055,7072362,LYP-ADN,1
2866,4055,7072362,APB-SUMATE,2
2866,4055,7072362,LIBRE,10
2866,4055,7072362,FP,1
2866,4055,7072362,MAS-IPSP,10
2866,4055,7072362,UNIDAD,11
2866,4055,7072362,PDC,0
2869,4056,7072372,AP,7
2869,4056,7072372,LYP-ADN,2
2869,4056,7072372,APB-SUMATE,4
2869,4056,7072372,LIBRE,16
2869,4056,7072372,FP,5
2869,4056,7072372,MAS-IPSP,33
2869,4056,7072372,UNIDAD,10
2869,4056,7072372,PDC,0
3563,1,7072382,AP,4
3563,1,7072382,LYP-ADN,0
3563,1,7072382,APB-SUMATE,0
3563,1,7072382,LIBRE,5
3563,1,7072382,FP,1
3563,1,7072382,MAS-IPSP,17
3563,1,7072382,UNIDAD,7
3563,1,7072382,PDC,0
3987,1,7072392,AP,2
3987,1,7072392,LYP-ADN,0
3987,1,7072392,APB-SUMATE,3
3987,1,7072392,LIBRE,3
3987,1,7072392,FP,2
3987,1,7072392,MAS-IPSP,26
3987,1,7072392,UNIDAD,36
3987,1,7072392,PDC,0
3988,1,7072402,AP,13
3988,1,7072402,LYP-ADN,2
3988,1,7072402,APB-SUMATE,3
3988,1,7072402,LIBRE,6
3988,1,7072402,FP,4
3988,1,7072402,MAS-IPSP,37
3988,1,7072402,UNIDAD,7
3988,1,7072402,PDC,0
3989,1,7072412,AP,7
3989,1,7072412,LYP-ADN,0
3989,1,7072412,APB-SUMATE,6
3989,1,7072412,LIBRE,9
3989,1,7072412,FP,1
3989,1,7072412,MAS-IPSP,40
3989,1,7072412,UNIDAD,11
3989,1,7072412,PDC,0
3990,1,7072422,AP,3
3990,1,7072422,LYP-ADN,0
3990,1,7072422,APB-SUMATE,1
3990,1,7072422,LIBRE,8
3990,1,7072422,FP,2
3990,1,7072422,MAS-IPSP,24
3990,1,7072422,UNIDAD,4
3990,1,7072422,PDC,0
4162,25554,7072432,AP,0
4162,25554,7072432,LYP-ADN,0
4162,25554,7072432,APB-SUMATE,0
4162,25554,7072432,LIBRE,5
4162,25554,7072432,FP,1
4162,25554,7072432,MAS-IPSP,3
4162,25554,7072432,UNIDAD,1
4162,25554,7072432,PDC,0
4163,25555,7072442,AP,12
4163,25555,7072442,LYP-ADN,0
4163,25555,7072442,APB-SUMATE,1
4163,25555,7072442,LIBRE,2
4163,25555,7072442,FP,3
4163,25555,7072442,MAS-IPSP,13
4163,25555,7072442,UNIDAD,13
4163,25555,7072442,PDC,0
4164,25556,7072452,AP,26
4164,25556,7072452,LYP-ADN,0
4164,25556,7072452,APB-SUMATE,1
4164,25556,7072452,LIBRE,8
4164,25556,7072452,FP,2
4164,25556,7072452,MAS-IPSP,7
4164,25556,7072452,UNIDAD,9
4164,25556,7072452,PDC,0
4572,32283,7072462,AP,5
4572,32283,7072462,LYP-ADN,0
4572,32283,7072462,APB-SUMATE,2
4572,32283,7072462,LIBRE,3
4572,32283,7072462,FP,1
4572,32283,7072462,MAS-IPSP,0
4572,32283,7072462,UNIDAD,10
4572,32283,7072462,PDC,0
4575,32285,7072472,AP,12
4575,32285,7072472,LYP-ADN,0
4575,32285,7072472,APB-SUMATE,0
4575,32285,7072472,LIBRE,8
4575,32285,7072472,FP,0
4575,32285,7072472,MAS-IPSP,9
4575,32285,7072472,UNIDAD,6
4575,32285,7072472,PDC,0
4577,32288,7072482,AP,1
4577,32288,7072482,LYP-ADN,0
4577,32288,7072482,APB-SUMATE,0
4577,32288,7072482,LIBRE,1
4577,32288,7072482,FP,0
4577,32288,7072482,MAS-IPSP,5
4577,32288,7072482,UNIDAD,10
4577,32288,7072482,PDC,0
2358,4019,7072662,AP,6
2358,4019,7072662,LYP-ADN,0
2358,4019,7072662,APB-SUMATE,1
2358,4019,7072662,LIBRE,47
2358,4019,7072662,FP,0
2358,4019,7072662,MAS-IPSP,3
2358,4019,7072662,UNIDAD,10
2358,4019,7072662,PDC,0
2361,4004,7072742,AP,3
2361,4004,7072742,LYP-ADN,1
2361,4004,7072742,APB-SUMATE,2
2361,4004,7072742,LIBRE,28
2361,4004,7072742,FP,1
2361,4004,7072742,MAS-IPSP,31
2361,4004,7072742,UNIDAD,13
2361,4004,7072742,PDC,0
2363,4023,7072752,AP,12
2363,4023,7072752,LYP-ADN,1
2363,4023,7072752,APB-SUMATE,6
2363,4023,7072752,LIBRE,14
2363,4023,7072752,FP,1
2363,4023,7072752,MAS-IPSP,19
2363,4023,7072752,UNIDAD,16
2363,4023,7072752,PDC,0
2363,4023,7072762,AP,10
2363,4023,7072762,LYP-ADN,4
2363,4023,7072762,APB-SUMATE,4
2363,4023,7072762,LIBRE,17
2363,4023,7072762,FP,2
2363,4023,7072762,MAS-IPSP,17
2363,4023,7072762,UNIDAD,18
2363,4023,7072762,PDC,0
2363,4023,7072772,AP,1
2363,4023,7072772,LYP-ADN,1
2363,4023,7072772,APB-SUMATE,1
2363,4023,7072772,LIBRE,2
2363,4023,7072772,FP,0
2363,4023,7072772,MAS-IPSP,3
2363,4023,7072772,UNIDAD,6
2363,4023,7072772,PDC,0
2364,4024,7072782,AP,18
2364,4024,7072782,LYP-ADN,0
2364,4024,7072782,APB-SUMATE,4
2364,4024,7072782,LIBRE,11
2364,4024,7072782,FP,3
2364,4024,7072782,MAS-IPSP,38
2364,4024,7072782,UNIDAD,6
2364,4024,7072782,PDC,0
2364,4024,7072792,AP,28
2364,4024,7072792,LYP-ADN,0
2364,4024,7072792,APB-SUMATE,3
2364,4024,7072792,LIBRE,7
2364,4024,7072792,FP,1
2364,4024,7072792,MAS-IPSP,28
2364,4024,7072792,UNIDAD,13
2364,4024,7072792,PDC,0
2364,4024,7072802,AP,21
2364,4024,7072802,LYP-ADN,1
2364,4024,7072802,APB-SUMATE,2
2364,4024,7072802,LIBRE,10
2364,4024,7072802,FP,2
2364,4024,7072802,MAS-IPSP,20
2364,4024,7072802,UNIDAD,7
2364,4024,7072802,PDC,0
2365,4025,7072812,AP,10
2365,4025,7072812,LYP-ADN,1
2365,4025,7072812,APB-SUMATE,3
2365,4025,7072812,LIBRE,30
2365,4025,7072812,FP,4
2365,4025,7072812,MAS-IPSP,30
2365,4025,7072812,UNIDAD,10
2365,4025,7072812,PDC,0
2365,4025,7072822,AP,10
2365,4025,7072822,LYP-ADN,1
2365,4025,7072822,APB-SUMATE,0
2365,4025,7072822,LIBRE,18
2365,4025,7072822,FP,1
2365,4025,7072822,MAS-IPSP,17
2365,4025,7072822,UNIDAD,4
2365,4025,7072822,PDC,0
2368,4016,7072832,AP,17
2368,4016,7072832,LYP-ADN,0
2368,4016,7072832,APB-SUMATE,3
2368,4016,7072832,LIBRE,33
2368,4016,7072832,FP,5
2368,4016,7072832,MAS-IPSP,26
2368,4016,7072832,UNIDAD,24
2368,4016,7072832,PDC,0
2368,4016,7072842,AP,7
2368,4016,7072842,LYP-ADN,0
2368,4016,7072842,APB-SUMATE,6
2368,4016,7072842,LIBRE,36
2368,4016,7072842,FP,4
2368,4016,7072842,MAS-IPSP,18
2368,4016,7072842,UNIDAD,39
2368,4016,7072842,PDC,0
2368,4016,7072852,AP,12
2368,4016,7072852,LYP-ADN,1
2368,4016,7072852,APB-SUMATE,4
2368,4016,7072852,LIBRE,35
2368,4016,7072852,FP,3
2368,4016,7072852,MAS-IPSP,22
2368,4016,7072852,UNIDAD,34
2368,4016,7072852,PDC,0
2368,4016,7072862,AP,6
2368,4016,7072862,LYP-ADN,3
2368,4016,7072862,APB-SUMATE,2
2368,4016,7072862,LIBRE,19
2368,4016,7072862,FP,1
2368,4016,7072862,MAS-IPSP,14
2368,4016,7072862,UNIDAD,16
2368,4016,7072862,PDC,0
2369,4018,7072872,AP,25
2369,4018,7072872,LYP-ADN,2
2369,4018,7072872,APB-SUMATE,6
2369,4018,7072872,LIBRE,17
2369,4018,7072872,FP,32
2369,4018,7072872,MAS-IPSP,9
2369,4018,7072872,UNIDAD,18
2369,4018,7072872,PDC,0
2369,4018,7072882,AP,34
2369,4018,7072882,LYP-ADN,0
2369,4018,7072882,APB-SUMATE,6
2369,4018,7072882,LIBRE,34
2369,4018,7072882,FP,14
2369,4018,7072882,MAS-IPSP,10
2369,4018,7072882,UNIDAD,11
2369,4018,7072882,PDC,0
2369,4018,7072892,AP,35
2369,4018,7072892,LYP-ADN,0
2369,4018,7072892,APB-SUMATE,5
2369,4018,7072892,LIBRE,23
2369,4018,7072892,FP,23
2369,4018,7072892,MAS-IPSP,13
2369,4018,7072892,UNIDAD,10
2369,4018,7072892,PDC,0
2369,4018,7072902,AP,43
2369,4018,7072902,LYP-ADN,0
2369,4018,7072902,APB-SUMATE,6
2369,4018,7072902,LIBRE,31
2369,4018,7072902,FP,14
2369,4018,7072902,MAS-IPSP,11
2369,4018,7072902,UNIDAD,8
2369,4018,7072902,PDC,0
2369,4018,7072912,AP,14
2369,4018,7072912,LYP-ADN,1
2369,4018,7072912,APB-SUMATE,1
2369,4018,7072912,LIBRE,15
2369,4018,7072912,FP,4
2369,4018,7072912,MAS-IPSP,4
2369,4018,7072912,UNIDAD,1
2369,4018,7072912,PDC,0
2370,4028,7072922,AP,12
2370,4028,7072922,LYP-ADN,2
2370,4028,7072922,APB-SUMATE,4
2370,4028,7072922,LIBRE,22
2370,4028,7072922,FP,2
2370,4028,7072922,MAS-IPSP,4
2370,4028,7072922,UNIDAD,12
2370,4028,7072922,PDC,0
2370,4028,7072932,AP,4
2370,4028,7072932,LYP-ADN,4
2370,4028,7072932,APB-SUMATE,2
2370,4028,7072932,LIBRE,47
2370,4028,7072932,FP,3
2370,4028,7072932,MAS-IPSP,11
2370,4028,7072932,UNIDAD,23
2370,4028,7072932,PDC,0
2370,4028,7072942,AP,12
2370,4028,7072942,LYP-ADN,0
2370,4028,7072942,APB-SUMATE,1
2370,4028,7072942,LIBRE,32
2370,4028,7072942,FP,2
2370,4028,7072942,MAS-IPSP,15
2370,4028,7072942,UNIDAD,12
2370,4028,7072942,PDC,0
2370,4028,7072952,AP,13
2370,4028,7072952,LYP-ADN,2
2370,4028,7072952,APB-SUMATE,5
2370,4028,7072952,LIBRE,39
2370,4028,7072952,FP,0
2370,4028,7072952,MAS-IPSP,12
2370,4028,7072952,UNIDAD,16
2370,4028,7072952,PDC,0
2370,4028,7072962,AP,5
2370,4028,7072962,LYP-ADN,1
2370,4028,7072962,APB-SUMATE,2
2370,4028,7072962,LIBRE,13
2370,4028,7072962,FP,1
2370,4028,7072962,MAS-IPSP,4
2370,4028,7072962,UNIDAD,5
2370,4028,7072962,PDC,0
2371,4029,7072972,AP,24
2371,4029,7072972,LYP-ADN,1
2371,4029,7072972,APB-SUMATE,2
2371,4029,7072972,LIBRE,26
2371,4029,7072972,FP,5
2371,4029,7072972,MAS-IPSP,11
2371,4029,7072972,UNIDAD,16
2371,4029,7072972,PDC,0
2371,4029,7072982,AP,22
2371,4029,7072982,LYP-ADN,1
2371,4029,7072982,APB-SUMATE,5
2371,4029,7072982,LIBRE,25
2371,4029,7072982,FP,12
2371,4029,7072982,MAS-IPSP,9
2371,4029,7072982,UNIDAD,18
2371,4029,7072982,PDC,0
2371,4029,7072992,AP,15
2371,4029,7072992,LYP-ADN,0
2371,4029,7072992,APB-SUMATE,0
2371,4029,7072992,LIBRE,24
2371,4029,7072992,FP,7
2371,4029,7072992,MAS-IPSP,10
2371,4029,7072992,UNIDAD,6
2371,4029,7072992,PDC,0
2373,4030,7073002,AP,5
2373,4030,7073002,LYP-ADN,0
2373,4030,7073002,APB-SUMATE,6
2373,4030,7073002,LIBRE,31
2373,4030,7073002,FP,3
2373,4030,7073002,MAS-IPSP,9
2373,4030,7073002,UNIDAD,16
2373,4030,7073002,PDC,0
2373,4030,7073012,AP,1
2373,4030,7073012,LYP-ADN,1
2373,4030,7073012,APB-SUMATE,8
2373,4030,7073012,LIBRE,22
2373,4030,7073012,FP,2
2373,4030,7073012,MAS-IPSP,7
2373,4030,7073012,UNIDAD,11
2373,4030,7073012,PDC,0
2373,4030,7073022,AP,0
2373,4030,7073022,LYP-ADN,0
2373,4030,7073022,APB-SUMATE,1
2373,4030,7073022,LIBRE,3
2373,4030,7073022,FP,0
2373,4030,7073022,MAS-IPSP,0
2373,4030,7073022,UNIDAD,1
2373,4030,7073022,PDC,0
2763,4021,7073042,AP,9
2763,4021,7073042,LYP-ADN,0
2763,4021,7073042,APB-SUMATE,5
2763,4021,7073042,LIBRE,36
2763,4021,7073042,FP,2
2763,4021,7073042,MAS-IPSP,7
2763,4021,7073042,UNIDAD,10
2763,4021,7073042,PDC,0
2763,4021,7073052,AP,12
2763,4021,7073052,LYP-ADN,3
2763,4021,7073052,APB-SUMATE,12
2763,4021,7073052,LIBRE,91
2763,4021,7073052,FP,3
2763,4021,7073052,MAS-IPSP,5
2763,4021,7073052,UNIDAD,9
2763,4021,7073052,PDC,0
2763,4021,7073062,AP,7
2763,4021,7073062,LYP-ADN,2
2763,4021,7073062,APB-SUMATE,2
2763,4021,7073062,LIBRE,42
2763,4021,7073062,FP,2
2763,4021,7073062,MAS-IPSP,4
2763,4021,7073062,UNIDAD,11
2763,4021,7073062,PDC,0
2854,4053,7073072,AP,6
2854,4053,7073072,LYP-ADN,4
2854,4053,7073072,APB-SUMATE,5
2854,4053,7073072,LIBRE,31
2854,4053,7073072,FP,3
2854,4053,7073072,MAS-IPSP,8
2854,4053,7073072,UNIDAD,15
2854,4053,7073072,PDC,0
2854,4053,7073082,AP,0
2854,4053,7073082,LYP-ADN,0
2854,4053,7073082,APB-SUMATE,5
2854,4053,7073082,LIBRE,28
2854,4053,7073082,FP,1
2854,4053,7073082,MAS-IPSP,9
2854,4053,7073082,UNIDAD,13
2854,4053,7073082,PDC,0
2855,14060,7073092,AP,11
2855,14060,7073092,LYP-ADN,0
2855,14060,7073092,APB-SUMATE,3
2855,14060,7073092,LIBRE,8
2855,14060,7073092,FP,2
2855,14060,7073092,MAS-IPSP,11
2855,14060,7073092,UNIDAD,26
2855,14060,7073092,PDC,0
2865,4061,7073102,AP,21
2865,4061,7073102,LYP-ADN,0
2865,4061,7073102,APB-SUMATE,2
2865,4061,7073102,LIBRE,8
2865,4061,7073102,FP,2
2865,4061,7073102,MAS-IPSP,5
2865,4061,7073102,UNIDAD,11
2865,4061,7073102,PDC,0
2865,4061,7073112,AP,10
2865,4061,7073112,LYP-ADN,0
2865,4061,7073112,APB-SUMATE,0
2865,4061,7073112,LIBRE,1
2865,4061,7073112,FP,0
2865,4061,7073112,MAS-IPSP,2
2865,4061,7073112,UNIDAD,3
2865,4061,7073112,PDC,0
3095,14020,7073122,AP,8
3095,14020,7073122,LYP-ADN,6
3095,14020,7073122,APB-SUMATE,8
3095,14020,7073122,LIBRE,18
3095,14020,7073122,FP,1
3095,14020,7073122,MAS-IPSP,18
3095,14020,7073122,UNIDAD,16
3095,14020,7073122,PDC,0
3095,14020,7073132,AP,3
3095,14020,7073132,LYP-ADN,0
3095,14020,7073132,APB-SUMATE,4
3095,14020,7073132,LIBRE,14
3095,14020,7073132,FP,1
3095,14020,7073132,MAS-IPSP,16
3095,14020,7073132,UNIDAD,4
3095,14020,7073132,PDC,0
3564,1,7073142,AP,8
3564,1,7073142,LYP-ADN,1
3564,1,7073142,APB-SUMATE,0
3564,1,7073142,LIBRE,19
3564,1,7073142,FP,3
3564,1,7073142,MAS-IPSP,19
3564,1,7073142,UNIDAD,27
3564,1,7073142,PDC,0
3564,1,7073152,AP,0
3564,1,7073152,LYP-ADN,0
3564,1,7073152,APB-SUMATE,4
3564,1,7073152,LIBRE,1
3564,1,7073152,FP,0
3564,1,7073152,MAS-IPSP,1
3564,1,7073152,UNIDAD,5
3564,1,7073152,PDC,0
3565,1,7073162,AP,5
3565,1,7073162,LYP-ADN,0
3565,1,7073162,APB-SUMATE,4
3565,1,7073162,LIBRE,7
3565,1,7073162,FP,1
3565,1,7073162,MAS-IPSP,37
3565,1,7073162,UNIDAD,3
3565,1,7073162,PDC,0
3566,1,7073172,AP,7
3566,1,7073172,LYP-ADN,4
3566,1,7073172,APB-SUMATE,3
3566,1,7073172,LIBRE,20
3566,1,7073172,FP,5
3566,1,7073172,MAS-IPSP,6
3566,1,7073172,UNIDAD,12
3566,1,7073172,PDC,0
3567,1,7073182,AP,10
3567,1,7073182,LYP-ADN,0
3567,1,7073182,APB-SUMATE,0
3567,1,7073182,LIBRE,8
3567,1,7073182,FP,1
3567,1,7073182,MAS-IPSP,2
3567,1,7073182,UNIDAD,6
3567,1,7073182,PDC,0
3972,1,7073192,AP,7
3972,1,7073192,LYP-ADN,1
3972,1,7073192,APB-SUMATE,0
3972,1,7073192,LIBRE,13
3972,1,7073192,FP,2
3972,1,7073192,MAS-IPSP,2
3972,1,7073192,UNIDAD,8
3972,1,7073192,PDC,0
4036,25367,7073202,AP,0
4036,25367,7073202,LYP-ADN,1
4036,25367,7073202,APB-SUMATE,6
4036,25367,7073202,LIBRE,37
4036,25367,7073202,FP,5
4036,25367,7073202,MAS-IPSP,24
4036,25367,7073202,UNIDAD,15
4036,25367,7073202,PDC,0
4036,25367,7073212,AP,0
4036,25367,7073212,LYP-ADN,1
4036,25367,7073212,APB-SUMATE,4
4036,25367,7073212,LIBRE,9
4036,25367,7073212,FP,4
4036,25367,7073212,MAS-IPSP,7
4036,25367,7073212,UNIDAD,5
4036,25367,7073212,PDC,0
4037,25368,7073222,AP,10
4037,25368,7073222,LYP-ADN,1
4037,25368,7073222,APB-SUMATE,6
4037,25368,7073222,LIBRE,20
4037,25368,7073222,FP,4
4037,25368,7073222,MAS-IPSP,9
4037,25368,7073222,UNIDAD,24
4037,25368,7073222,PDC,0
4038,25369,7073232,AP,2
4038,25369,7073232,LYP-ADN,3
4038,25369,7073232,APB-SUMATE,4
4038,25369,7073232,LIBRE,18
4038,25369,7073232,FP,5
4038,25369,7073232,MAS-IPSP,16
4038,25369,7073232,UNIDAD,16
4038,25369,7073232,PDC,0
4039,25370,7073242,AP,3
4039,25370,7073242,LYP-ADN,2
4039,25370,7073242,APB-SUMATE,2
4039,25370,7073242,LIBRE,20
4039,25370,7073242,FP,4
4039,25370,7073242,MAS-IPSP,30
4039,25370,7073242,UNIDAD,24
4039,25370,7073242,PDC,0
4040,25371,7073252,AP,32
4040,25371,7073252,LYP-ADN,0
4040,25371,7073252,APB-SUMATE,2
4040,25371,7073252,LIBRE,52
4040,25371,7073252,FP,3
4040,25371,7073252,MAS-IPSP,10
4040,25371,7073252,UNIDAD,20
4040,25371,7073252,PDC,0
4040,25371,7073262,AP,13
4040,25371,7073262,LYP-ADN,1
4040,25371,7073262,APB-SUMATE,2
4040,25371,7073262,LIBRE,38
4040,25371,7073262,FP,4
4040,25371,7073262,MAS-IPSP,8
4040,25371,7073262,UNIDAD,10
4040,25371,7073262,PDC,0
3568,1,7073832,AP,7
3568,1,7073832,LYP-ADN,1
3568,1,7073832,APB-SUMATE,5
3568,1,7073832,LIBRE,24
3568,1,7073832,FP,2
3568,1,7073832,MAS-IPSP,70
3568,1,7073832,UNIDAD,13
3568,1,7073832,PDC,0
3568,1,7073842,AP,6
3568,1,7073842,LYP-ADN,4
3568,1,7073842,APB-SUMATE,8
3568,1,7073842,LIBRE,15
3568,1,7073842,FP,3
3568,1,7073842,MAS-IPSP,67
3568,1,7073842,UNIDAD,22
3568,1,7073842,PDC,0
3569,1,7073852,AP,2
3569,1,7073852,LYP-ADN,0
3569,1,7073852,APB-SUMATE,2
3569,1,7073852,LIBRE,11
3569,1,7073852,FP,0
3569,1,7073852,MAS-IPSP,48
3569,1,7073852,UNIDAD,11
3569,1,7073852,PDC,0
3064,4065,7074062,AP,1
3064,4065,7074062,LYP-ADN,4
3064,4065,7074062,APB-SUMATE,1
3064,4065,7074062,LIBRE,15
3064,4065,7074062,FP,3
3064,4065,7074062,MAS-IPSP,11
3064,4065,7074062,UNIDAD,7
3064,4065,7074062,PDC,0
3571,25474,7074072,AP,10
3571,25474,7074072,LYP-ADN,1
3571,25474,7074072,APB-SUMATE,1
3571,25474,7074072,LIBRE,10
3571,25474,7074072,FP,1
3571,25474,7074072,MAS-IPSP,8
3571,25474,7074072,UNIDAD,10
3571,25474,7074072,PDC,0
3572,1,7074082,AP,2
3572,1,7074082,LYP-ADN,0
3572,1,7074082,APB-SUMATE,2
3572,1,7074082,LIBRE,1
3572,1,7074082,FP,0
3572,1,7074082,MAS-IPSP,6
3572,1,7074082,UNIDAD,0
3572,1,7074082,PDC,0
3985,1,7074092,AP,7
3985,1,7074092,LYP-ADN,2
3985,1,7074092,APB-SUMATE,7
3985,1,7074092,LIBRE,29
3985,1,7074092,FP,3
3985,1,7074092,MAS-IPSP,71
3985,1,7074092,UNIDAD,19
3985,1,7074092,PDC,0
2367,4027,7074162,AP,13
2367,4027,7074162,LYP-ADN,0
2367,4027,7074162,APB-SUMATE,2
2367,4027,7074162,LIBRE,18
2367,4027,7074162,FP,5
2367,4027,7074162,MAS-IPSP,70
2367,4027,7074162,UNIDAD,2
2367,4027,7074162,PDC,0
2367,4027,7074172,AP,1
2367,4027,7074172,LYP-ADN,0
2367,4027,7074172,APB-SUMATE,1
2367,4027,7074172,LIBRE,0
2367,4027,7074172,FP,0
2367,4027,7074172,MAS-IPSP,11
2367,4027,7074172,UNIDAD,0
2367,4027,7074172,PDC,0
2386,4042,7074222,AP,17
2386,4042,7074222,LYP-ADN,1
2386,4042,7074222,APB-SUMATE,1
2386,4042,7074222,LIBRE,10
2386,4042,7074222,FP,1
2386,4042,7074222,MAS-IPSP,13
2386,4042,7074222,UNIDAD,5
2386,4042,7074222,PDC,0
2387,4043,7074232,AP,12
2387,4043,7074232,LYP-ADN,3
2387,4043,7074232,APB-SUMATE,5
2387,4043,7074232,LIBRE,5
2387,4043,7074232,FP,12
2387,4043,7074232,MAS-IPSP,13
2387,4043,7074232,UNIDAD,2
2387,4043,7074232,PDC,0
2387,4043,7074242,AP,11
2387,4043,7074242,LYP-ADN,2
2387,4043,7074242,APB-SUMATE,4
2387,4043,7074242,LIBRE,8
2387,4043,7074242,FP,9
2387,4043,7074242,MAS-IPSP,20
2387,4043,7074242,UNIDAD,6
2387,4043,7074242,PDC,0
2389,4044,7074272,AP,8
2389,4044,7074272,LYP-ADN,2
2389,4044,7074272,APB-SUMATE,2
2389,4044,7074272,LIBRE,9
2389,4044,7074272,FP,3
2389,4044,7074272,MAS-IPSP,38
2389,4044,7074272,UNIDAD,16
2389,4044,7074272,PDC,0
2389,4044,7074282,AP,8
2389,4044,7074282,LYP-ADN,0
2389,4044,7074282,APB-SUMATE,4
2389,4044,7074282,LIBRE,7
2389,4044,7074282,FP,1
2389,4044,7074282,MAS-IPSP,5
2389,4044,7074282,UNIDAD,6
2389,4044,7074282,PDC,0
2390,4045,7074292,AP,11
2390,4045,7074292,LYP-ADN,4
2390,4045,7074292,APB-SUMATE,4
2390,4045,7074292,LIBRE,16
2390,4045,7074292,FP,12
2390,4045,7074292,MAS-IPSP,20
2390,4045,7074292,UNIDAD,13
2390,4045,7074292,PDC,0
2390,4045,7074302,AP,7
2390,4045,7074302,LYP-ADN,0
2390,4045,7074302,APB-SUMATE,4
2390,4045,7074302,LIBRE,3
2390,4045,7074302,FP,5
2390,4045,7074302,MAS-IPSP,18
2390,4045,7074302,UNIDAD,5
2390,4045,7074302,PDC,0
2392,4047,7074312,AP,10
2392,4047,7074312,LYP-ADN,4
2392,4047,7074312,APB-SUMATE,2
2392,4047,7074312,LIBRE,27
2392,4047,7074312,FP,7
2392,4047,7074312,MAS-IPSP,57
2392,4047,7074312,UNIDAD,19
2392,4047,7074312,PDC,0
2392,4047,7074322,AP,14
2392,4047,7074322,LYP-ADN,5
2392,4047,7074322,APB-SUMATE,5
2392,4047,7074322,LIBRE,15
2392,4047,7074322,FP,6
2392,4047,7074322,MAS-IPSP,30
2392,4047,7074322,UNIDAD,11
2392,4047,7074322,PDC,0
2392,4047,7074332,AP,9
2392,4047,7074332,LYP-ADN,0
2392,4047,7074332,APB-SUMATE,3
2392,4047,7074332,LIBRE,11
2392,4047,7074332,FP,6
2392,4047,7074332,MAS-IPSP,33
2392,4047,7074332,UNIDAD,5
2392,4047,7074332,PDC,0
2867,4059,7074342,AP,9
2867,4059,7074342,LYP-ADN,1
2867,4059,7074342,APB-SUMATE,3
2867,4059,7074342,LIBRE,6
2867,4059,7074342,FP,3
2867,4059,7074342,MAS-IPSP,24
2867,4059,7074342,UNIDAD,5
2867,4059,7074342,PDC,0
2868,4058,7074352,AP,8
2868,4058,7074352,LYP-ADN,1
2868,4058,7074352,APB-SUMATE,7
2868,4058,7074352,LIBRE,6
2868,4058,7074352,FP,2
2868,4058,7074352,MAS-IPSP,18
2868,4058,7074352,UNIDAD,6
2868,4058,7074352,PDC,0
2868,4058,7074362,AP,44
2868,4058,7074362,LYP-ADN,0
2868,4058,7074362,APB-SUMATE,5
2868,4058,7074362,LIBRE,2
2868,4058,7074362,FP,8
2868,4058,7074362,MAS-IPSP,18
2868,4058,7074362,UNIDAD,2
2868,4058,7074362,PDC,0
2870,4054,7074372,AP,5
2870,4054,7074372,LYP-ADN,0
2870,4054,7074372,APB-SUMATE,3
2870,4054,7074372,LIBRE,11
2870,4054,7074372,FP,3
2870,4054,7074372,MAS-IPSP,86
2870,4054,7074372,UNIDAD,2
2870,4054,7074372,PDC,0
2870,4054,7074382,AP,0
2870,4054,7074382,LYP-ADN,0
2870,4054,7074382,APB-SUMATE,0
2870,4054,7074382,LIBRE,1
2870,4054,7074382,FP,0
2870,4054,7074382,MAS-IPSP,16
2870,4054,7074382,UNIDAD,1
2870,4054,7074382,PDC,0
2393,4048,7075422,AP,20
2393,4048,7075422,LYP-ADN,3
