CodigoLocalidad,CodigoRecinto,CodigoMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
4143,25148,104234,320,75,8,60,3,63,146,75,146
4143,25148,104244,320,54,2,57,6,63,119,54,119
4143,25148,104254,320,57,10,68,5,73,140,57,140
4143,25148,104264,320,67,6,53,3,56,129,67,129
4143,25148,104274,320,53,4,68,2,70,127,53,127
4143,25148,104284,320,51,9,51,6,57,117,51,117
4143,25148,104294,320,85,8,48,3,51,144,85,144
4143,25148,104304,320,60,6,82,4,86,152,60,152
4143,25148,104314,320,62,6,50,2,52,120,62,120
4143,25148,104324,320,51,6,70,2,72,129,51,129
4143,25148,104334,268,58,12,65,3,68,138,58,138
4144,25149,104344,320,83,10,76,2,78,171,83,171
4144,25149,104354,320,68,8,89,1,90,166,68,166
4144,25149,104364,320,72,8,82,2,84,164,72,164
4144,25149,104374,320,67,13,83,4,87,167,67,167
4144,25149,104384,320,63,7,107,1,108,178,63,178
4144,25149,104394,320,76,7,68,5,73,156,76,156
4144,25149,104404,320,60,17,90,2,92,169,60,169
4144,25149,104414,320,90,1,80,1,81,172,90,172
4144,25149,104424,100,19,4,27,1,28,51,19,51
4145,25150,104434,320,70,8,100,1,101,179,70,179
4145,25150,104444,129,28,4,46,1,47,79,28,79
4145,25150,104454,320,60,3,94,5,99,162,60,162
4145,25150,104464,320,54,8,99,5,104,166,54,166
4145,25150,104474,320,69,3,107,6,113,185,69,185
4146,25151,104484,320,37,5,110,0,110,152,37,152
4146,25151,104494,210,24,5,58,1,59,88,24,88
3613,25066,104504,320,47,1,40,0,40,88,47,88
3613,25066,104514,320,74,3,33,3,36,113,74,113
3613,25066,104524,320,65,5,29,8,37,107,65,107
3613,25066,104534,320,63,1,57,3,60,124,63,124
3613,25066,104544,320,56,3,51,4,55,114,56,114
3613,25066,104554,320,72,5,40,8,48,125,72,125
3613,25066,104564,320,79,3,42,0,42,124,79,124
3613,25066,104574,320,81,4,26,2,28,113,81,113
3613,25066,104584,320,66,11,47,0,47,124,66,124
3613,25066,104594,38,10,1,9,0,9,20,10,20
3613,25066,104604,320,69,3,46,1,47,119,69,119
3613,25066,104614,320,79,6,25,8,33,118,79,118
3613,25066,104624,320,56,6,60,4,64,126,56,126
3613,25066,104634,320,72,9,38,4,42,123,72,123
3613,25066,104644,320,75,5,43,0,43,123,75,123
3613,25066,104654,320,70,2,41,0,41,113,70,113
3613,25066,104664,320,71,8,42,3,45,124,71,124
3613,25066,104674,320,71,8,35,0,35,114,71,114
3613,25066,104684,320,71,8,31,4,35,114,71,114
3613,25066,104694,320,55,5,43,5,48,108,55,108
3613,25066,104704,320,64,8,38,3,41,113,64,113
3613,25066,104714,320,67,4,62,3,65,136,67,136
3760,25067,104724,320,98,4,39,7,46,148,98,148
